"","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","Standard.Deviation"
"France",64100,64157.4586966432,64214.968898775,64272.5306525646,64330.1440042223,64387.809,64439.3653925543,64490.9630671719,64542.6020569082,64594.2823948448,64646.00411409,64693.9004236616,64741.832219672,64789.7995284133,64837.8023761967,64885.8407893532,64929.6444351646,64973.4776522871,65017.340460684,65061.232880332,65105.1549312212,65143.9114333027,65182.6910067746,65221.4936653713,65260.319422835,65299.1682929163,65333.0886016278,65367.0265305844,65400.9820889389,65434.9552858493,65468.9461304779,65499.4262651117,65529.9205902688,65560.4291125559,65590.9518385827,65621.4887749619,0.00412497924807644
"Gabon",1625,1631.00692549598,1637.03605600976,1643.08747362372,1649.16126072368,1655.2575,1660.95199600091,1666.66608247927,1672.39982683115,1678.15329668452,1683.9265599,1689.21777899054,1694.52562410275,1699.85014747876,1705.19140152486,1710.54943881202,1715.47474463802,1720.414232245,1725.36794246755,1730.33591625786,1735.31819468602,1739.97502227618,1744.64434673479,1749.32620159793,1754.02062049168,1758.72763713233,1763.12701361024,1767.53739492652,1771.95880860928,1776.39128225547,1780.83484353108,1784.92616813376,1789.02689222515,1793.13703739982,1797.25662530194,1801.38567762543,0.000319992723213187
"Gambia",1926,1935.64085444829,1945.32996750223,1955.06758072683,1964.85393689628,1974.68928,1983.94631086431,1993.24673722446,2002.59076251165,2011.97859111077,2021.4104283648,2030.24724758951,2039.12269794669,2048.03694831658,2056.99016831775,2065.98252831024,2074.35191616858,2082.7552087924,2091.19254353143,2099.66405829181,2108.16989153834,2116.01274059967,2123.88476675989,2131.78607856413,2139.71678496134,2147.67699530577,2154.98926949257,2162.32644004596,2169.6885917315,2177.07580960336,2184.48817900531,2191.25301605897,2198.03880219389,2204.84560228436,2211.67348140556,2218.52250483421,0.000264779795827301
"Georgia",4252,4246.04756552121,4240.10346393899,4234.167683588,4228.24021281924,4222.32104,4215.62859107148,4208.94674978559,4202.27549932904,4195.61482291518,4188.964703784,4181.86973815652,4174.78678946898,4167.71583736796,4160.6568615345,4153.60984168407,4146.54130206873,4139.48479156883,4132.44028971345,4125.40777606647,4118.38723022658,4111.48643624741,4104.59720527941,4097.71951794753,4090.85335490918,4083.99869685419,4077.22130616502,4070.45516254716,4063.7002473361,4056.95654189832,4050.22402763121,4043.70652647535,4037.1995130903,4030.70297059944,4024.21688215332,4017.7412309296,0.0009122311010737
"Germany",81626,81606.5637581457,81587.1321443204,81567.7051574221,81548.2827963491,81528.86506,81502.2693038999,81475.6822236747,81449.1038164944,81422.5340795297,81395.9730099522,81360.7795292945,81325.6012653734,81290.4382116096,81255.2903614265,81220.1577082507,81178.0420120659,81135.9481544483,81093.8761240737,81051.8259096238,81009.7974997863,80962.2700235599,80914.7704311335,80867.2987061482,80819.8548322542,80772.4387931119,80720.1922514425,80667.9795047304,80615.8005311157,80563.6553087528,80511.5438158101,80456.5598936218,80401.613521722,80346.7046744664,80291.8333262283,80236.9994513982,0.00241473168800791
"Ghana",26722,26832.8282729024,26944.1162009981,27055.8656906859,27168.0786562715,27280.75702,27385.3108191655,27490.2653219081,27595.6220639284,27701.3825868129,27807.5484380562,27906.7232169084,28006.2516996041,28106.1351476174,28206.3748269212,28306.9720080037,28401.2830578601,28495.908326211,28590.8488599459,28686.1057094425,28781.6799285779,28870.5256180619,28959.6455638283,29049.0406124743,29138.7116132105,29228.6594178687,29310.7966723758,29393.1647458363,29475.7642868889,29558.5959459948,29641.6603754432,29716.5706093016,29791.6701558727,29866.9594935867,29942.4391020825,30018.1094622113,0.00310897619367981
"Greece",11471,11474.04966401,11477.1001387995,11480.1514245838,11483.2035215788,11486.25643,11487.6114885027,11488.9667068645,11490.3220851044,11491.6776232411,11493.0333212937,11493.7458010176,11494.4583249098,11495.170892973,11495.8835052099,11496.5961616233,11497.3318496156,11498.0675846859,11498.8033668372,11499.5391960726,11500.275072395,11501.1029729911,11501.9309331875,11502.7589529884,11503.5870323982,11504.4151714211,11504.7372770085,11505.0593916143,11505.3815152389,11505.7036478824,11506.0257895451,11505.1511986371,11504.2766742082,11503.4022162533,11502.5278247672,11501.653499745,0.0021894016081865
"Guatemala",15926,16000.9086533367,16076.1696428749,16151.7846258436,16227.7552672668,16304.08324,16375.4224306512,16447.0737688822,16519.0386205075,16591.318357318,16663.9143571068,16731.1910626299,16798.7393823133,16866.5604127366,16934.6552549062,17003.0250142739,17066.1794384618,17129.5684374558,17193.1928825381,17257.0536482276,17321.151612291,17380.2622646988,17439.5746397927,17499.0894259771,17558.8073140059,17618.7289969901,17673.8120179039,17729.0672498321,17784.4952311735,17840.0965020102,17895.8716041128,17946.6927462529,17997.6582115388,18048.7684098231,18100.0237521222,18151.4246506195,0.00252965183969669
"Guinea",11034,11086.6135226883,11139.477922916,11192.5943969448,11245.9641467404,11299.58838,11350.8284688458,11402.3009154216,11454.0067733966,11505.9471012185,11558.1229621344,11607.6736049973,11657.4366756235,11707.4130847085,11757.6037468523,11808.0095805757,11855.6352147964,11903.4529390573,11951.4635281214,11999.6677598768,12048.0664153488,12093.5762414108,12139.2579742499,12185.112263219,12231.1397601241,12277.3411192329,12320.401573992,12363.613055162,12406.9760924394,12450.4912173787,12494.1589633986,12534.5775889876,12575.1269688994,12615.8075261245,12656.6196850218,12697.5638713227,9.39765438492151e-05
"Guinea-Bissau",1647,1653.70772206853,1660.44276261632,1667.2052329031,1673.99524464172,1680.81291,1687.41683116291,1694.0466991605,1700.70261593802,1707.38468384122,1714.093005618,1720.56774370878,1727.06693918501,1733.59068443093,1740.13907217973,1746.71219551491,1753.04854352029,1759.40787717045,1765.79027984777,1772.19583523713,1778.62462732697,1784.81019744469,1791.01727928394,1797.24594765659,1803.49627763472,1809.76834455146,1815.7837081965,1821.81906589209,1827.87448409508,1833.9500294832,1840.04576895581,1845.85298312708,1851.67852496009,1857.52245229723,1863.38482316345,1869.26569576683,0.000114042731495328
"Guyana",760,760.411474203389,760.823171184436,761.235091063756,761.647233962029,762.0596,762.536053163077,763.012804213114,763.489853336353,763.967200719156,764.444846548,764.808376379096,765.172079085892,765.5359547506,765.900003455467,766.264225282784,766.337772528695,766.411326833787,766.484888198736,766.558456624222,766.63203211092,766.395763858925,766.15956842242,765.923445778964,765.687395906123,765.451418781469,765.016147626311,764.581123986507,764.146347721308,763.711818690045,763.27753675213,762.751677726142,762.226180990018,761.70104629416,761.17627338914,760.651862025702,0.000187874205345193
"Haiti",10523,10548.0723015038,10573.2043407538,10598.3962600822,10623.6482021605,10648.96031,10672.1378254498,10695.3657868781,10718.6443040807,10741.9734870927,10765.3534461883,10785.7517003721,10806.1886052862,10826.6642341664,10847.1786603871,10867.7319574615,10885.410487084,10903.1177743545,10920.8538660529,10938.6188090354,10956.4126502344,10971.3601820487,10986.3281063687,11001.3164510153,11016.3252438475,11031.354512762,11043.5282921539,11055.7155060614,11067.9161693103,11080.1302967429,11092.3579032176,11101.7040902115,11111.0581521056,11120.4200955351,11129.7899271408,11139.1676535692,0.00133580907327431
"Honduras",8231,8260.30692379953,8289.71819649745,8319.23418963368,8348.85527607106,8378.58183,8405.07441085456,8431.65075968496,8458.3111413606,8485.05582158837,8511.88506691531,8535.51864602697,8559.21784468791,8582.98284509336,8606.81382994442,8630.71098244945,8651.58241995203,8672.50433034199,8693.47683567668,8714.50005830862,8735.57412088621,8753.80760883544,8772.07915496816,8790.38883872201,8808.73673970046,8827.1229376731,8842.70945834105,8858.32350095791,8873.96511412066,8889.63434651207,8905.33124690088,8918.31293801241,8931.31355310323,8944.33311975966,8957.37166560823,8970.42921831572,0.00055602239244657
"Hungary",9921,9917.86298077686,9914.72695347888,9911.59191779243,9908.45787340395,9905.32482,9901.93487939851,9898.54609895052,9895.15847825899,9891.772016927,9888.3867145578,9884.40838323304,9880.43165248485,9876.45652166929,9872.48299014266,9868.51105726154,9863.76961798486,9859.03045678705,9854.29357257357,9849.55896425041,9844.82663072411,9840.0965709017,9835.36878369076,9830.64326799939,9825.92002273621,9821.19904681037,9817.18872383921,9813.18003841662,9809.17298987391,9805.1675775427,9801.16380075488,9797.90765157156,9794.6525841483,9791.39859812571,9788.14569314453,9784.89386884562,0.00785264610988357
"Iceland",337,337.710761557347,338.423022171048,339.13678500274,339.852053220728,340.56883,341.20332511727,341.839002327609,342.475863833312,343.113911840774,343.7531485605,344.295253524217,344.838213397316,345.382029528004,345.926703266616,346.472235965613,346.920793977877,347.369932712835,347.819652922316,348.269955359122,348.720840777031,349.095259517239,349.470080267815,349.845303460392,350.22092952707,350.596958900411,350.910532354315,351.2243862679,351.538520892007,351.852936477705,352.167633276285,352.423638840074,352.679830505147,352.936208406789,353.192772680383,353.44952346141,0.00510614052559784
"India",1291779,1294782.59553623,1297793.17491889,1300810.75438654,1303835.35021552,1306866.97872,1309504.02743699,1312146.39729688,1314794.09903688,1317447.14341586,1320105.54121443,1322384.0847486,1324666.56112032,1326952.97711778,1329243.33954091,1331537.65520135,1333465.45763784,1335396.05114991,1337329.43977849,1339265.62757035,1341204.61857811,1342780.84838316,1344358.9306277,1345938.86748877,1347520.661146,1349104.31378154,1350332.45881752,1351561.72188434,1352792.1039998,1354023.6061826,1355256.22945238,1356144.11339809,1357032.579033,1357921.62673818,1358811.25689498,1359701.46988499,1.01639690107303e-05
"Indonesia",249563,249976.401832702,250390.488466737,250805.261036482,251220.720678191,251636.86853,251985.675437251,252334.965843836,252684.74041996,253034.999836755,253385.744766283,253671.930236835,253958.438938371,254245.271235962,254532.427495093,254819.90808166,255042.232397336,255264.750685696,255487.463115975,255710.369857558,255933.471079977,256089.400379457,256245.424679978,256401.544039422,256557.758515702,256714.068166771,256802.829832518,256891.622188571,256980.445245542,257069.299014045,257158.1835047,257183.380068641,257208.579101361,257233.780603102,257258.984574107,257284.191014617,0.00362250783801364
"Iran (Islamic Republic of)",77176,77297.2478028688,77418.6860928022,77540.3151690661,77662.1353313964,77784.14688,77863.4802859325,77942.8946053873,78022.3899208893,78101.966315048,78181.6238705568,78230.0364828793,78278.479073871,78326.9516620954,78375.4542661281,78423.9869045556,78456.2709960177,78488.5683775789,78520.8790547103,78553.2030328852,78585.5403175789,78606.7469649649,78627.9593350563,78649.1774293973,78670.4012495327,78691.6307970076,78695.0929241089,78698.5552035304,78702.0176352788,78705.4802193607,78708.942955783,78685.3160925223,78661.6963215772,78638.0836408188,78614.4780481188,78590.8795413493,0.00409829263372732
"Iraq",35872,36075.6515295015,36280.4592238521,36486.429646799,36693.5693993531,36901.88512,37099.9765689037,37299.1313841368,37499.3552739112,37700.6539770807,37903.0332633055,38087.0386796918,38271.9373753316,38457.7336867703,38644.4319716054,38832.0366085891,39008.66159735,39186.0899533658,39364.3253307003,39543.3714000371,39723.2318487563,39891.1854442194,40059.8491634291,40229.2260088562,40399.3189956658,40570.1311517717,40729.0520955985,40888.5955630816,41048.7639927652,41209.5598327453,41370.9855407077,41520.5730075232,41670.7013464,41821.3725130005,41972.5884700584,42124.351187404,0.00193853442672783
"Ireland",4682,4691.08520864474,4700.18804672478,4709.30854844925,4718.44674809366,4727.60268,4735.22730760205,4742.86423212286,4750.51347339476,4758.17505128209,4765.8489856812,4772.45517600153,4779.0705235047,4785.69504088395,4792.32874085012,4798.97163613169,4805.13685039697,4811.30998508142,4817.49105036036,4823.68005642218,4829.87701346838,4835.89932272321,4841.92914111517,4847.96647800728,4854.01134277428,4860.06374480256,4865.83350492247,4871.6101147739,4877.39358248871,4883.1839162084,4888.98112408413,4894.16222902704,4899.34882465354,4904.54091678239,4909.73851123852,4914.94161385302,1.71914574953713e-05
"Israel",7942,7964.86796159327,7987.80176852366,8010.80161038431,8033.86767731425,8057.00016,8077.77647736106,8098.60636991817,8119.48997582389,8140.42743358704,8161.4188820736,8180.84826687983,8200.32390601993,8219.84590960876,8239.41438802327,8259.02945190321,8277.61105835332,8296.23447069604,8314.8997829885,8333.60708949944,8352.35648470971,8370.08826078537,8387.85768083413,8405.66482477289,8423.50977268822,8441.39260483671,8457.92351034222,8474.48678856745,8491.08250290838,8507.71071688514,8524.37149414225,8539.45728792266,8554.56977941023,8569.70901585258,8584.87504458093,8600.06791301024,0.015670617502406
"Italy",61177,61178.9575387215,61180.9151400803,61182.8728040783,61184.8305307175,61186.78832,61179.6890053227,61172.5905143571,61165.4928470076,61158.3960031785,61151.2999827744,61140.6559518098,61130.0137735515,61119.3734476769,61108.7349738637,61098.0983517894,61085.5069548041,61072.918152716,61060.3319449902,61047.7483310921,61035.167310487,61020.8783925571,61006.5928197998,60992.3105914321,60978.031706671,60963.7561647338,60945.82227219,60927.8936553136,60909.9703125527,60892.0522423557,60874.1394431716,60850.2580501511,60826.3860259848,60802.5233669971,60778.670069514,60754.826129863,0.0116796246571649
"Jamaica",2780,2781.51067727604,2783.02217546784,2784.53449502151,2786.04763638337,2787.5616,2788.3583869857,2789.15540172224,2789.95264427472,2790.75011470826,2791.547813088,2791.32445352256,2791.10111182875,2790.87778800513,2790.65448205028,2790.43119396277,2789.107273905,2787.7839819811,2786.46131789303,2785.13928134294,2783.81787203307,2781.47552656771,2779.1351519864,2776.79674663083,2774.46030884405,2772.12583697054,2768.82469862564,2765.52749138454,2762.23421056593,2758.94485149411,2755.65940949893,2751.39701712295,2747.14121772021,2742.89200109286,2738.6493570588,2734.41327545169,0.00134544018540304
"Japan",126226,126174.963441784,126123.947519018,126072.952223358,126021.977546464,125971.02348,125888.277855003,125805.586582494,125722.94962677,125640.366952152,125557.838522986,125452.192303576,125346.634976455,125241.166466828,125135.786699963,125030.495601189,124909.482117993,124788.585760327,124667.806414829,124547.143968246,124426.598307435,124296.924642731,124167.386120027,124037.982598481,123908.7139374,123779.579996237,123648.840428663,123518.238951996,123387.775420382,123257.449688118,123127.261609656,123000.92028109,122874.708591817,122748.626408816,122622.673599199,122496.850030215,0.00321079908928242
"Jordan",6684,6705.35880247946,6726.78585726941,6748.28138247094,6769.84559688207,6791.47872,6810.59073475978,6829.7565329625,6848.97626596104,6868.25008553423,6887.578143888,6904.68435654589,6921.83305474883,6939.0243440153,6956.25833012584,6973.53511912372,6988.54712970373,7003.59145681442,7018.66817002396,7033.7773390503,7048.91903376145,7061.50566665554,7074.11477438966,7086.74639709513,7099.40057497497,7112.07734830395,7122.10550600387,7132.14780358753,7142.20426099242,7152.27489818414,7162.35973515646,7169.93579221471,7177.51986292247,7185.11195575625,7192.71207920154,7200.32024175279,0.00092885282119912
"Kazakhstan",16721,16751.62084173,16782.2977588112,16813.0308539334,16843.8202299743,16874.66599,16899.1642681886,16923.698112452,16948.2675744244,16972.8727058148,16997.5135584072,17017.1174122145,17036.7438758631,17056.3929754298,17076.0647370214,17095.7591867748,17115.4082818461,17135.0799607016,17154.7742492981,17174.4911736223,17194.2307596906,17215.8753167748,17237.5471206057,17259.2462054823,17280.9726057467,17302.7263557843,17323.8532373483,17345.0059151432,17366.1844206667,17387.3887854546,17408.6190410817,17426.5130948135,17444.4255415699,17462.3564002568,17480.3056897997,17498.2734291432,0.000221672209414297
"Kenya",45121,45346.5054549578,45573.1379396847,45800.9030868433,46029.8065572468,46259.85404,46473.3526453308,46687.8365900109,46903.3104215812,47119.7787085703,47337.2460405916,47543.9069324325,47751.4700466836,47959.9393221902,48169.3187149934,48379.6121984054,48581.8822183918,48784.9979078477,48988.9628024274,49193.7804525673,49399.4544235478,49595.7819012379,49792.8896401465,49990.7807412533,50189.4583178625,50388.9254956515,50575.8867532233,50763.5417051236,50951.8929252108,51140.9429968934,51330.6945131652,51505.9683660776,51681.8407093047,51858.3135864524,52035.3890481044,52213.0691518465,0.000144182111915451
"Korea, Dem. Rep.",24752,24771.7206469139,24791.4570058477,24811.2090893195,24830.9769098575,24850.76048,24868.9742200116,24887.2013093259,24905.441757727,24923.6955750061,24941.9627709616,24955.5662357508,24969.1771199341,24982.7954275583,24996.421162672,25010.0543293263,25017.6527673955,25025.2535139866,25032.8565698012,25040.4619355407,25048.0696119069,25050.5739180569,25053.0784745875,25055.5832815237,25058.0883388905,25060.5936467129,25060.1425397871,25059.6914409815,25059.240350296,25058.7892677305,25058.3381932847,25056.433470042,25054.5288915804,25052.6244578887,25050.720168956,25048.8160247712,0.00116888079336653
"Kuwait",3023,3024.68495463843,3026.37084843403,3028.05768191028,3029.74545559092,3031.43417,3032.45204809668,3033.47026797079,3034.48882973711,3035.50773351044,3036.5269794056,3036.7820048312,3037.03705167533,3037.2921199398,3037.54720962641,3037.80232073695,3037.10938575739,3036.41660883909,3035.72398994601,3035.03152904209,3034.33922609131,3032.63808978358,3030.93790718094,3029.2386777487,3027.5404009525,3025.84307625825,3023.27279843394,3020.70470391126,3018.1387908356,3015.57505735397,3013.01350161492,3009.80081135075,3006.59154668649,3003.38570396949,3000.18327955105,2996.98426978633,0.00122254721181238
"Kyrgyzstan",5562,5582.95486093557,5603.98866940743,5625.10172285078,5646.29431982144,5667.56676,5686.97514749432,5706.44999834427,5725.99154015133,5745.60000129638,5765.2756109424,5783.84660738344,5802.47742436595,5821.16825458274,5839.91929134728,5858.73072859578,5876.41080513774,5894.14423540443,5911.93118040306,5929.77180162672,5947.66626105587,5963.76838565267,5979.91410355232,5996.10353277502,6012.33679166049,6028.61399886884,6042.70317620641,6056.82528066754,6070.9803892046,6085.16857894978,6099.38992721556,6111.49179368123,6123.61767159292,6135.767608592,6147.94165241436,6160.13985089063,0.000206796476705103
"Lao People's Democratic Republic",6541,6558.25545021495,6575.55642107844,6592.90303267597,6610.29540540985,6627.73366,6642.35605416065,6657.01070888306,6671.69769534187,6686.41708486876,6701.1689489528,6713.9062660053,6726.66779364657,6739.45357789513,6752.263664857,6765.09810072581,6777.08389909595,6789.09093283629,6801.11923956976,6813.16885698596,6825.23982284126,6836.51873136181,6847.81627860872,6859.13249538303,6870.46741253669,6881.82106097261,6891.86667634863,6901.92695563226,6912.00192022889,6922.09159157514,6932.19599113893,6940.6465067412,6949.10732372763,6957.57845465585,6966.05991209881,6974.55170864479,0.000997174179233135
"Latvia",2218,2223.38130832499,2228.7756727723,2234.18312501867,2239.60369681769,2245.03742,2249.79020345681,2254.55304863928,2259.32597684823,2264.10900942963,2268.9021677746,2272.76878915301,2276.64199995651,2280.52181141468,2284.40823477624,2288.30128130907,2291.21373062719,2294.12988678282,2297.04975449387,2299.97333848423,2302.90064348383,2304.97412267418,2307.04946877789,2309.12668347587,2311.20576845057,2313.28672538594,2314.68688117952,2316.087884441,2317.48973568333,2318.89243541976,2320.29598416386,2321.09825159724,2321.90079642326,2322.70361873783,2323.50671863691,2324.31009621646,0.00940628654227464
"Lebanon",4356,4352.71935018525,4349.44117113799,4346.1654609974,4342.89221790408,4339.62144,4335.76970406746,4331.92138683628,4328.07648527209,4324.23499634326,4320.3969170208,4316.44083589741,4312.48837726015,4308.53953779197,4304.59431417891,4300.65270311002,4296.31751529593,4291.9866974821,4287.66024526343,4283.33815423926,4279.02042001337,4275.11940510843,4271.22194660561,4267.32804126268,4263.43768584035,4259.55087710231,4256.19759460137,4252.84695193356,4249.4989470207,4246.15357778625,4242.8108421553,4239.66650506315,4236.52449823178,4233.38481993426,4230.2474684449,4227.11244203933,0.0160892445605212
"Lesotho",2264,2266.65171705657,2269.30653994501,2271.96447230304,2274.62551777262,2277.28968,2279.43539416483,2281.58313007037,2283.73288962156,2285.88467472513,2288.0384872896,2289.5511673035,2291.06484738836,2292.57952820533,2294.09521041604,2295.61189468253,2296.41479701058,2297.21798015794,2298.02144422282,2298.82518930349,2299.62921549822,2299.7671766968,2299.90514617206,2300.04312392449,2300.1811099546,2300.31910426287,2299.88648157455,2299.45394024988,2299.02148027358,2298.58910163034,2298.15680430487,2297.19537066582,2296.23433924243,2295.27370986643,2294.31348236962,2293.35365658387,0.0189282153597885
"Liberia",4450,4458.21987694453,4466.45493734455,4474.70520924641,4482.97072074821,4491.2515,4498.05754323898,4504.87390035697,4511.70058698363,4518.53761877228,4525.3850114,4530.99162998723,4536.60519476177,4542.22571432945,4547.85319730674,4553.48765232079,4558.20439069279,4562.92601490672,4567.65253002358,4572.38394110962,4577.12025323634,4581.17753667036,4585.23841659037,4589.3028961844,4593.37097864328,4597.44266716071,4600.97725892637,4604.51456814604,4608.05459690892,4611.59734730585,4615.14282142928,4618.05591186955,4620.97084106027,4623.88761016206,4626.80622033627,4629.726672745,0.00267862683960705
"Libyan Arab Jamahiriya",6549,6581.46090234379,6614.08270103527,6646.86619357643,6679.8121814222,6712.92147,6744.81219528154,6776.85442216541,6809.04887038235,6841.39626308229,6873.8973268506,6905.18980180219,6936.62473145481,6968.20276431395,6999.92455183734,7031.79074844836,7062.15781113283,7092.65601516223,7123.28592687559,7154.04811505767,7184.94315094957,7213.95069948876,7243.0753593056,7272.31760320983,7301.67790592004,7331.1567440714,7358.48802025306,7385.92119013087,7413.4566335746,7441.09473187019,7468.83586772506,7494.53051401438,7520.31355625451,7546.18529854942,7572.14604604928,7598.19610495406,0.00184861247651004
"Lithuania",3266,3275.04879561082,3284.12266185913,3293.22166820574,3302.34588430395,3311.49538,3318.42706342583,3325.37325637971,3332.33398923325,3339.30929242165,3346.2991964438,3351.86894408266,3357.44796228789,3363.03626648986,3368.63387214467,3374.24079473411,3379.2937480498,3384.3542682046,3389.42236652991,3394.49805437411,3399.58134310256,3404.18548663684,3408.7958656853,3413.41248869288,3418.03536411591,3422.66450042223,3426.52340002173,3430.38665035619,3434.25425633088,3438.12622285658,3442.00255484962,3444.75176167454,3447.50316435436,3450.25676464296,3453.01256429562,3455.77056506902,9.72073929265138e-05
"Madagascar",23197,23179.2038133179,23161.4212794469,23143.652387913,23125.89712825,23108.15549,23090.8910281756,23073.6394648987,23056.4007905327,23039.174995448,23021.9620700223,23003.0992201317,22984.2518253575,22965.4198730369,22946.6033505171,22927.8022451559,22907.0839579514,22886.3843924465,22865.7035317236,22845.0413588805,22824.3978570302,22803.2232127757,22782.0682126564,22760.9328384481,22739.8170719435,22718.7208949522,22699.2858838998,22679.8674987682,22660.4657253346,22641.0805493883,22621.7119567308,22603.8578874792,22586.0179094595,22568.1920115502,22550.3801826388,22532.5824116212,0.00138613023655955
"Malawi",16955,17047.1769641982,17139.8550544789,17233.0369952467,17326.7255257177,17420.9234,17511.7449047183,17603.0398944253,17694.8108375675,17787.0602154606,17879.790522356,17967.5022099634,18055.6441789063,18144.2185399868,18233.2274143621,18322.6729335948,18406.2643138889,18490.2370533267,18574.5928917383,18659.333576891,18744.4608645261,18824.1934002341,18904.2650909222,18984.6773792398,19065.4317139729,19146.5295500702,19222.6609926217,19299.095153038,19375.8332350019,19452.8764469824,19530.2260022536,19602.6902506599,19675.4233678082,19748.4263512995,19821.7002024362,19895.2459262357,0.032121902701843
"Malaysia",30252,30449.727106014,30648.7465566152,30849.0667985692,31050.69633385,31253.64372,31448.5334575245,31644.6384776617,31841.9663586033,32040.5247257969,32240.3212522404,32433.3717946913,32627.5782968378,32822.9476804051,33019.4869085649,33217.2029861833,33411.4961512435,33606.9257706284,33803.4984916559,34001.2210005253,34200.1000225444,34397.4021431655,34595.8425097792,34795.4276889849,34996.1642852646,35198.0589412023,35394.3738775247,35591.7837479254,35790.2946593296,35989.9127527235,36190.6442033442,36381.3745931838,36573.1101621908,36765.8562078176,36959.6180554349,37154.4010584793,0.0335293285808944
"Maldives",334,334.947841055001,335.898371938341,336.851600283344,337.807533744994,338.76618,339.637062642965,340.510184106162,341.385550145034,342.263166529823,343.1430390456,343.927982392683,344.714721306011,345.503259892961,346.293602270306,347.085752564234,347.768899523128,348.453391077021,349.139229872395,349.826418560941,350.514959799569,351.091410322405,351.66880886528,352.247156987287,352.82645625009,353.406708217915,353.889554216464,354.373059908937,354.85722619665,355.342053982147,355.827544169208,356.236516310659,356.645958506257,357.05587129626,357.466255221548,357.877110823623,4.19450564085703e-07
"Mali",17307,17345.1148349095,17383.3136093026,17421.5965080371,17459.9637163785,17498.41542,17528.3054159965,17558.2464687225,17588.2386653905,17618.2820933625,17648.3768401494,17670.0311394075,17691.7120081728,17713.4194790458,17735.1535846668,17756.9143577163,17772.5484019964,17788.1962112436,17803.857797577,17819.5331731269,17835.2223500338,17847.1915436489,17859.1687697736,17871.1540337986,17883.1473411181,17895.1486971299,17903.6944124038,17912.2442086301,17920.7980877576,17929.356051736,17937.9181025161,17941.5400989817,17945.1628267951,17948.7862861041,17952.4104770564,17956.0353997996,8.1575714674009e-05
"Malta",421,423.363745592428,425.740762665202,428.131125732345,430.534909726243,432.95219,435.275454779612,437.611186430535,439.959451851247,442.320318299211,444.6938533928,446.982580856101,449.283087824248,451.595434923392,453.91968309171,456.255893581013,458.499486292261,460.754111646209,463.019823894775,465.296677556653,467.584727418629,469.759250424349,471.943886143391,474.138681605367,476.3436840586,478.558940971145,480.640667668619,482.7314498568,484.831326926985,486.940338441821,489.058524136052,491.03298497441,493.015417242383,495.005853122775,497.004324928324,499.010865102221,0.00013993708829875
"Mauritania",3788,3789.65769249671,3791.31611042754,3792.97525410994,3794.63512386151,3796.29572,3797.26707449805,3798.23867753564,3799.21052917635,3800.18262948379,3801.1549785216,3801.23099858043,3801.3070201596,3801.38304325914,3801.45906787908,3801.53509401945,3800.73643614292,3799.93794605503,3799.13962372053,3798.34146910418,3797.54348217073,3796.08410424053,3794.62528714233,3793.16703066062,3791.70933457995,3790.25219868497,3788.53745386039,3786.82348480208,3785.11029115908,3783.39787258058,3781.68622871594,3780.05112692623,3778.41673211158,3776.78304396632,3775.1500621849,3773.51778646191,4.61538497373544e-05
"Mauritius",1327,1332.53238523111,1338.08783548583,1343.66644692439,1349.26831610789,1354.89354,1360.17423803447,1365.47551759133,1370.79745888707,1376.14014245083,1381.5036491256,1386.56146446982,1391.63779695373,1396.73271437033,1401.84628476081,1406.97857641548,1411.81893139153,1416.67593838822,1421.54965469262,1426.44013778891,1431.34744535899,1435.93546504801,1440.53819110671,1445.15567067467,1449.78795104255,1454.43507965263,1458.72931925679,1463.03623766252,1467.35587230416,1471.68826072657,1476.03344058547,1480.0178263985,1484.0129676117,1488.01889325804,1492.0356324489,1496.06321437422,0.000211539146122437
"Mexico",118785,118882.007555195,118979.094333068,119076.260398317,119173.505815693,119270.83065,119341.355529647,119411.922110678,119482.53041775,119553.180475536,119623.872308724,119667.622632463,119711.388957111,119755.171288522,119798.969632549,119842.783995049,119857.880382022,119872.978670661,119888.078861204,119903.180953893,119918.284948966,119904.611146499,119890.938903202,119877.268218895,119863.599093402,119849.931526545,119811.314971518,119772.710859037,119734.119185093,119695.539945679,119656.973136787,119598.523459138,119540.102332812,119481.709743861,119423.345678346,119365.010122334,0.00216634334973063
"Mongolia",2930,2935.57504381619,2941.16069552096,2946.75697529843,2952.36390337111,2957.9815,2962.66980538513,2967.36554158326,2972.06872037198,2976.77935354758,2981.497452925,2985.39302152536,2989.29368000252,2993.19943500683,2997.11029319729,3001.02626124166,3004.10499285645,3007.18688292023,3010.27193467324,3013.36015135901,3016.45153622444,3018.68642913958,3020.92297788982,3023.16118370198,3025.40104780377,3027.64257142383,3029.04609571008,3030.45027062809,3031.85509647948,3033.26057356599,3034.66670218953,3035.29765044368,3035.92872988051,3036.55994052728,3037.19128241129,3037.82275555981,0.00427423053353649
